,city,name,reviews,rating,review_id,review_text,review_rating,review_datetime_utc,Labels
2150,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUQwOXVhZkdBEAE,Very bad staff  on lidy from Arabia bad service to  new people no service good pay money automatically on acont every for sistim gim every 30 day he tek money very 5 10 8 no on time of asking stiff question he ask a dont now,1,11/4/2019 18:55,0
2154,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSURJcHZlVGdnRRAB,"Spacious gym, plus there's a water fountain here! Other fit4less people will know this struggle at other locations.",5,1/3/2019 6:04,1
2173,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNneHY2X0xREAE,"Clean, new, ACTUALLY HAS A WATER FOUNTAIN!!!! Best Fit4less that I have been to ever",5,2/27/2018 6:46,1
2179,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNDd0kzVVlREAE,Clean organized and well structured in the midst of the pandemic!,5,8/6/2020 16:55,1
2191,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNRaXJySk5REAE,You get your health benefits at low prizes,5,9/20/2018 16:38,1
2193,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUNtaGEzbHl3RRAB,trash people! don't waste your time here,1,1/3/2022 18:19,0
2202,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUM2NFA2STVBRRAB,"Horrible customer service, very rude.",1,8/27/2021 20:46,0
2220,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURrbmZPWERBEAE,"Good, neat environment",5,7/4/2019 20:47,1
2244,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURRN3I2TU9REAE,Nice place,3,6/27/2018 18:50,1
2284,Calgary,Casbah,,,0HMoktTIdKeMU1pwah0hXA,"Was here for an evening with a group of ladies on a week day evening.

The location is very nice in downtown. Physically is the lower level of the building....",4,12/10/2018 21:33,1
2285,Calgary,Casbah,,,FsuSulvu-NFoAjre8oqxSg,Beautiful atmosphere and the food was incredible! Also the mint tea was out of this world.,5,2/16/2022 18:49,1
2286,Calgary,Africana,,,dV8qc_yFGiEleGAuYlU-NQ,"Food was not fresh at all. It seemed cooked a week ago and reheated, I will never go neither my family.  The only fresh thing is Nan. Good luck",1,2/16/2015 14:31,0
2287,Calgary,Africana,,,vI27t_YS-IaYzi-QFIlisA,"Avoid at all costs! Visiting this restaurant has always been a bitter sweet experience; the service is below average, but the food has been good. Today, I...",1,7/26/2014 11:28,0
